track_id	frame	y	x	mass	size	ecc	signal	raw_mass	ep
1	0.0	152.7796251995987	104.59039967233161	181.12839359884148	3.118488300617533	0.47005766371805396	7.082224159818885	8769.0	0.3039102417297291
1	1.0	152.01983015342495	106.25146621698079	166.55841947159823	3.0963946398839526	0.2197742010132796	5.956674494346184	8790.0	0.28967691805158785
1	2.0	151.3611795672251	102.2865814895269	190.50451776959804	3.4147838338399388	0.28218116531388876	5.871889313362242	8811.0	0.35312372874852155
1	3.0	147.58500911393025	100.71808472896763	165.61605293531767	3.1536300479342367	0.3350888901688037	8.115577623010024	8744.0	0.1334007858292819
1	4.0	148.3271734948055	100.40880485631544	131.25947564146725	2.688224556604753	0.07262482878833273	6.798025507171011	8664.0	0.37596580433724514
1	5.0	150.86932627583414	102.55452873898024	201.72440378387626	2.933323303287472	0.21860287529362096	9.128226892627355	8794.0	0.1865533389395395
1	6.0	152.0454575277522	103.50896853868377	165.32079630966612	2.984765775607907	0.1517916682407276	6.85377050724095	8724.0	0.2278383677031702
1	7.0	148.51385924267666	104.06469743509649	159.9168521549385	3.168135240767049	0.40450345321198883	5.94130901806893	8760.0	0.5217075014584265
1	8.0	150.2272878152229	103.51386519754737	147.11604428420821	2.6744250680230426	0.29008544919096574	6.930887725509768	8699.0	0.48833978700466923
1	9.0	150.9577425278674	103.71842902534546	210.03359543934374	2.622900764320666	0.0858190741042467	8.969759080090203	8765.0	0.22879031055551968
1	10.0	150.35085852411646	103.71260974661035	228.5450939699448	2.5561419544866824	0.1545681807786407	10.102985990244518	8846.0	0.20464541975475647
1	11.0	150.6363326259233	102.49763226167404	259.7455160177561	2.6501232645951416	0.3266961802249264	11.636125259894001	8851.0	0.19800458851450511
1	12.0	150.29153561535983	102.96821589368493	270.0232839278975	2.795589501815436	0.18150067157845978	10.262294023381603	8950.0	0.24302991431405477
1	13.0	149.91506755532288	102.43565266258217	231.0098085362733	2.47856895226313	0.2555422033592265	13.49709966787195	8844.0	0.18807093152737933
1	14.0	149.91596196463098	103.12681281618887	224.96508895215692	2.61308852469054	0.32450391313149546	10.461413908434444	8818.0	0.16139657191409415
1	15.0	149.4627022797822	100.98021570149102	221.42043500743645	2.4702561815041424	0.23802636549934317	12.056729166279121	8791.0	0.35026959478469044
1	16.0	149.53926784194974	101.08360626492356	207.1453193502392	2.691584573628223	0.2852896597509608	9.828349625185743	8741.0	0.33319742933347934
1	17.0	149.36244298696633	100.54551776280938	185.18164422543592	3.041170342645383	0.42129170039751623	8.093908635816678	8796.0	0.28826502142790145
1	18.0	150.33998680040838	98.91071520200153	182.83551665287513	2.7283970264230173	0.18726134163300992	8.539585739992718	8742.0	0.3400902612461724
1	19.0	149.8646876633307	99.65262006620337	175.7353894386767	2.6127335909359632	0.23858352017028717	9.821777742258801	8660.0	0.3389717995963034
1	20.0	150.8724349265698	100.14527292308365	214.09593578492553	2.671283459042507	0.2676825021692839	10.291457344054312	8784.0	0.3771709641767909
1	21.0	150.48960062176423	99.91438356164383	183.33034680445476	2.431435809071711	0.17091970617082095	9.822687755241903	8746.0	0.3757678420736118
1	22.0	151.4793933443023	99.33618007271376	168.36978978689092	2.66620971312882	0.1444533644512364	7.877672695349248	8662.0	0.6000168727681077
1	23.0	150.93282160679593	99.86463753761761	165.9887944927138	2.0902752678084315	0.06263727956476577	9.507475958982305	8566.0	0.5657570831126805
1	24.0	151.9291679550206	98.90713923016479	222.08842672381525	2.8303333220368656	0.1848481368216579	8.250580926239257	8757.0	0.6074193443957064
1	25.0	153.38026092595274	97.69706245084117	208.91255958796353	2.8816556595469143	0.035022269071887255	9.160536750236082	8769.0	0.11393393369121864
1	26.0	153.12730119413317	98.94195636654696	217.70702988182356	2.643912504419507	0.1367638478379037	8.590352236932596	8779.0	0.1507745510861177
1	27.0	152.70732858189194	98.98909093470054	168.73992975277267	2.5049193810209522	0.2085994966439955	8.949067841873166	8611.0	0.6887287358461085
3	0.0	156.50257151296472	252.82381082004622	185.64200784249107	2.4170061144260115	0.20946519220464507	10.705587666512319	8787.0	0.2858113687731199
3	1.0	156.82749021877754	252.63223324102518	191.39643739708927	2.080138225784126	0.05424088257749334	13.486411198883188	8756.0	0.32196877121143697
3	2.0	157.39530610428903	252.6225195764371	231.65979323701907	2.09502574037189	0.20915836529597015	16.902939932330014	8808.0	0.35766949939361664
3	3.0	156.94034307454712	253.59515248125882	244.53870812085987	1.9846369429766952	0.18532155300952932	19.392616031656367	8805.0	0.11790088499959389
3	4.0	156.9751833257361	253.30784111610708	209.20633587900141	2.155295490139135	0.28637062795129825	14.81184725710749	8771.0	0.2699343307893135
3	5.0	157.46140304338388	253.5582933416934	228.42555769066846	2.025239949269058	0.0957732408021198	16.944027298655683	8904.0	0.1504481661761289
3	6.0	156.95605618252492	253.9522146910018	245.9253782190788	1.868384354388646	0.15555636668967524	18.756545936857176	8837.0	0.17412002721473294
