frame	y	x	mass	size	ecc	signal	raw_mass	ep
0.0	18.20032293916581	398.08734455931386	128.1805159819657	3.092289421082129	0.2706599576050571	4.455554412978512	8406.0	-1.0969712534815936
0.0	33.78840451706517	45.95167076735432	127.82032999539527	2.7781385027137038	0.1454779157905004	5.529661280392975	8477.0	-11.146643382151677
0.0	54.504966991970235	189.68480853399657	221.3359015205945	2.661726167096236	0.18832190249275532	11.84474304791935	8726.0	0.35807869932300723
0.0	56.56098814400903	170.627839140694	148.5450015898372	2.1653449409637187	0.13309916153464524	12.78445215915082	8647.0	0.532428266327738
0.0	57.48058269883977	149.5763272057982	164.44210578218608	2.770197464305592	0.23907483552358724	6.594091509362263	8765.0	0.3082479436634272
0.0	65.76818464240284	228.34016762152658	548.5546560903471	2.0940125554192655	0.1937073828367328	35.23102780580922	9520.0	0.08344504826049311
0.0	70.20458852344821	123.03718906124773	143.54432987778046	2.7250014885996827	0.15567144695626378	6.8725636601734195	8579.0	0.9165674929620741
0.0	72.81919875906094	139.86934343585003	216.2599670650753	2.856125712613022	0.2847171690113569	8.221379541225916	8902.0	0.2070377141082696
0.0	79.38529008362819	248.91178212907667	201.4643868824022	2.1689815135393506	0.21164958365913597	14.3751840013327	8703.0	0.39581436981294615
0.0	85.61013900198898	155.44416228531867	189.4691183475579	2.3664279565330895	0.0563213595898612	12.02537363222929	8798.0	0.27577489612665756
0.0	90.40087768577547	116.42781889385539	132.05708486130789	2.8700513911617387	0.08602435978341365	6.257021936855322	8585.0	0.8617105856526234
0.0	92.28947397366751	93.97946418423204	146.6241888584699	2.5992795263334227	0.14031317450685052	7.599386725611034	8540.0	1.563556311523538
0.0	94.15581505534162	136.51837298858968	150.90771414353418	2.411393834353663	0.19743335588449673	8.684245413520136	8735.0	0.3452007441025994
0.0	95.91169997467165	276.613159920228	218.61622852647548	2.414083004692538	0.09057902621021795	12.586081071024726	8811.0	0.2647861646334881
0.0	111.56372921044502	292.7568484922448	140.96228018599285	2.661034843286023	0.17210847389358375	7.259629197980433	8744.0	0.3332169188492786
0.0	113.4470834185761	110.46875958981178	168.17567544894956	2.592262960334798	0.046766639699782155	7.541864485964714	8703.0	0.39581436981294615
0.0	116.05143893433174	177.06764694749086	156.22233901403436	1.840240116677846	0.21857946689647145	12.183962984525218	8653.0	0.5134412256266002
0.0	118.89391925414753	163.1814645897838	202.62397072274905	2.8472288623600375	0.2427773705770552	12.31029687533723	8954.0	0.18409480279525944
0.0	121.49475731104201	193.9996434443278	162.83524620926224	2.8344908347176445	0.10946294588350104	6.69462103098714	8752.0	0.32324223091365945
0.0	128.62143439410076	114.17727069714564	172.12428152560585	2.2602915475216325	0.26718957924420317	12.232346176751095	8691.0	0.4188435695111539
0.0	130.07516678639874	267.8357853059486	229.73576128203143	2.461734015919524	0.11943456578302744	15.845495453974621	8987.0	0.1719989770267307
0.0	129.71410075624897	137.80346810656738	214.2547525428251	2.6395840607166496	0.18009263357133634	11.077600655626837	8886.0	0.21529342358049966
0.0	131.48886176822444	300.17924400879866	222.88953958206986	2.56662279655313	0.2996808157702318	11.064698471033271	8968.0	0.17876148207278944
0.0	132.32735832591956	312.57944517991	126.29249630310703	2.598861505439169	0.12930923162472147	5.288820501313055	8632.0	0.5866654411658777
0.0	133.49361478803428	226.95301183742492	138.2872272469266	2.596090426311101	0.16115467945887754	7.402628410559136	8800.0	0.27402533294742426
0.0	137.71600953663005	202.51207892047944	132.58499924759465	2.7306676639564738	0.31150762418893385	7.399940455435476	8686.0	0.42924962092758007
0.0	137.38564140139488	239.4398694672854	158.47753336278495	2.2914122050273997	0.0842036629317866	10.195413784041685	8718.0	0.37036006950343187
0.0	137.38453034819145	282.5375937308532	246.55375889974616	2.3502321303178886	0.09200968176577326	12.725317146430305	9087.0	0.14343957859971024
0.0	141.25321596942362	131.44804830732218	204.23136788669763	2.304941466753863	0.07856680482851475	10.153481684112592	8813.0	0.26317284451386286
0.0	143.60956796276628	218.28862653554637	148.31007431202931	2.660599892722305	0.37694509024571476	10.22390610835248	8681.0	0.4401859170021681
0.0	144.7598990021903	271.70804940374785	176.716921649891	2.150803389491526	0.29764781727069267	13.113457866286783	8838.0	0.24454773166787114
0.0	144.54158086248785	314.81426622785307	142.2750774683883	3.182161823258892	0.059248455089199605	4.068488875171499	8675.0	0.4540682586684651
0.0	148.53460538283696	298.33193760493003	134.16712963338082	2.824694636955143	0.1513783463589901	5.2651664962248494	8571.0	1.0015824488310203
0.0	152.7796251995987	104.59039967233161	181.12839359884148	3.118488300617533	0.47005766371805396	7.082224159818885	8769.0	0.3039102417297291
0.0	155.09611892056228	182.76135481754687	134.38807954454566	2.652963390524284	0.19268710840458958	8.241270409140999	8731.0	0.3508080658342152
0.0	156.50257151296472	252.82381082004622	185.64200784249107	2.4170061144260115	0.20946519220464507	10.705587666512319	8787.0	0.2858113687731199
0.0	159.65611443426218	290.90430307137734	164.19803945695776	3.006169587686793	0.05111907619388543	6.084455217916362	8723.0	0.3625875601749234
0.0	163.292710940862	144.2685120645869	177.3910607949049	2.5292826441611234	0.3215670417146252	11.55444389456409	8783.0	0.28964454723109967
0.0	163.60749478960062	234.71422454774992	170.75718754971246	2.5569955780845675	0.16396825299966727	7.544014850063642	8722.0	0.3641158533684952
0.0	164.73427636374916	201.65265304856297	207.96063682526324	2.5620538370864048	0.33365188006541785	15.943337020475838	8895.0	0.21057035030268248
0.0	174.2803072904663	178.74041330567718	174.9455592233992	2.2293736302910383	0.1575421751343364	12.065155368059454	8813.0	0.26317284451386286
0.0	173.77126081529963	251.68259719330473	190.8109455452889	2.120841828683305	0.08920986704035944	13.417734386285074	8857.0	0.23206577894338615
0.0	174.88856688568924	287.1587732470833	158.23346703755664	2.8050467873140223	0.1861228773220754	6.088755946114217	8592.0	0.8054684029060651
0.0	175.22242389202714	266.81267534215414	226.88061534967997	2.906423954746419	0.12421675684745026	8.242883182215195	8976.0	0.17585035361155316
0.0	175.7357528541381	230.4515005807687	205.49524438584245	2.7349211020973767	0.27916940001037177	9.622879342702145	8865.0	0.22718339569145427
0.0	180.14098309309844	160.04369922405454	250.59321785958215	2.6404110180360654	0.24093041599094897	11.339407484671304	8911.0	0.20266624331184865
0.0	180.3665872232346	142.4333001352568	247.21983417938907	2.9321445858349215	0.5104087203346849	16.134181834255685	8920.0	0.19847555706301087
0.0	184.5656644547052	242.03804977050785	195.48368673225912	2.6079513470456326	0.3002348157338967	9.322903550901708	8766.0	0.3071519509748462
0.0	184.64417450243076	299.76956664632144	125.95166359342697	3.1349326013434693	0.25230763902568387	3.8416254627346103	8553.0	1.265736061709531
0.0	191.7556478291097	172.6554384946253	140.73165363638284	2.4629711448812244	0.24812889520604844	7.749374621511252	8597.0	0.7695900776095811
0.0	196.09990405332042	357.10967968832693	157.44482100427484	2.978431778194188	0.27700451005833027	6.112947542227156	8647.0	0.532428266327738
0.0	202.74005822534016	402.5889890760097	159.54518913790264	3.314489593973353	0.41066466260680057	6.085530399965825	8844.0	0.24046342717237437
0.0	208.79925101015078	389.31995225737217	196.37770060638837	2.9688115597025204	0.30314092389401504	8.383194439670238	9016.0	0.16260985639844797
0.0	210.90327814010772	76.33312807334886	181.5891091070368	2.1464804004730054	0.1268179377968178	12.260838501061889	8574.0	0.9679158118955238
0.0	216.9260395244875	398.81173723773867	183.51099702045354	2.8371882274442823	0.35249740951090824	6.8838530716927915	8863.0	0.2283846297731011
0.0	227.16533666634618	24.84965387943467	134.19562195769163	3.1130344101521175	0.28552268333687036	4.716823650998247	8417.0	-1.2750772872572027
0.0	231.39208737330503	397.1721036275643	322.8008315285053	2.7000160926062544	0.20188939426812938	15.392843811150307	9332.0	0.10196103418315196
0.0	231.9609202843889	384.87489531423546	362.03745005959235	2.5312331973794753	0.14614225924095406	15.44283977645038	9417.0	0.09266450652901634
0.0	244.51248526944613	413.4779575712047	447.97567609119454	3.0343288860812803	0.2451870142414222	15.178882583306986	9962.0	0.058477905711068194
0.0	258.27892245285096	108.04418925670926	126.96072194684886	3.1107275295715526	0.2615590496373067	4.949600564707187	8404.0	-1.0698016868318945
0.0	288.1036593872845	131.49915470533685	131.01200790922894	3.1339559276454145	0.22432054597746895	4.976480115943785	8442.0	-2.0207365195713565
0.0	295.44544605227645	92.24927855170553	129.4707344413224	2.5674321833032865	0.046072637532423515	5.93608009509034	8454.0	-2.8093166247699344
1.0	45.97731743860335	150.00509738779232	141.134295667091	2.323406627585943	0.28999407351276446	9.893926928678262	8709.0	0.3806219969747608
1.0	52.310912648158954	56.358962217401356	125.23220886489025	2.6982205952960956	0.09725540106419811	4.430041063591154	8540.0	1.103376126061666
1.0	53.425502792734875	189.18404424174236	183.0378780259906	2.593808292269134	0.1536316119646865	9.132219131400007	8664.0	0.46103509492717504
1.0	55.837821719620386	169.9187126057355	142.59979021007416	2.096499982741629	0.04825214893234979	10.199161676652167	8689.0	0.4126070387373457
1.0	59.11351274907723	150.00363168389643	162.52601102396704	2.8878599303956585	0.15721615963726368	6.07619412457693	8782.0	0.29667817286854464
1.0	60.29447367264094	438.66388103228456	125.47170781623724	3.017678395848754	0.17534095687424098	4.026892157005137	8422.0	-3.3862232834306307
1.0	66.05413143618283	228.05679042244557	459.34749641139894	2.0913732952699635	0.1646818584419449	30.125842181430556	9364.0	0.10755802324149867
1.0	73.26214735280243	140.20715918666866	228.0223086995304	2.5503497761157377	0.1967133832413039	11.103373648436312	8857.0	0.24187309167361642
1.0	79.95850747896618	249.26110441796936	185.4383838300866	2.3102301395716647	0.0881013390242455	9.94173478077056	8667.0	0.45463182971985316
1.0	86.46002187975647	154.91942541856926	193.2908235362466	2.558893450798969	0.1862188999395742	11.275757730499887	8772.0	0.3059204835498077
1.0	90.37171218057424	116.9739869013508	157.22347665969144	2.663742963837377	0.20502661177342196	7.93610344732154	8592.0	0.6964572710602005
1.0	93.11221177487948	136.78233961679692	142.46464108973632	2.8798450012176504	0.23898256532651516	5.684997181013988	8674.0	0.4403608754237142
1.0	95.25701502925844	183.12060361003577	128.1264226800163	2.9521203479015528	0.245181296223876	4.90674051185763	8493.0	2.338106552844959
1.0	96.43808173710414	277.6060454632725	174.78320879501555	2.477888190075387	0.22155026574083742	11.757513778506896	8753.0	0.3251671364883718
1.0	102.80730768611411	167.40270857823796	142.73172149421347	2.5739798735128883	0.16324914878454153	7.771534110311513	8678.0	0.43260121242065325
1.0	112.42513243720495	292.01029029711145	140.31558620001042	3.0063462328424664	0.41949699740578716	5.734184105762795	8637.0	0.5279595441907973
1.0	112.74536907668804	109.10093101602183	176.0225354223313	2.916237461758972	0.15472306663942237	5.7199336883122065	8643.0	0.5114608084348348
1.0	117.23765074827311	161.00617485089447	255.3486333882485	2.946980751726576	0.5262890024710927	10.984313709091069	8972.0	0.1884845973502654
1.0	116.71589407720236	177.26665069238527	138.12929634855877	2.1259147638442983	0.13906610459334928	11.165891608864701	8702.0	0.39123695306569034
1.0	119.08595783178536	305.1614323563796	156.49992320590994	2.801889928413739	0.060662646025035544	5.555824042187681	8768.0	0.30978067892583055
1.0	119.87095921317024	275.32560470164026	182.56071888683863	2.0380003439278997	0.06959852527509053	13.370569095736464	8789.0	0.2905339503535156
1.0	122.19958734525447	191.93149701971572	200.51716425635172	2.77322422126028	0.27958779270960826	7.572487956888771	8853.0	0.24427978910320466
1.0	128.6046307193816	112.96632424238021	189.82383487778395	2.070318749144126	0.11801299246155321	13.131989526160474	8755.0	0.3230278790114746
1.0	129.2302761585558	267.5175539959051	231.9273827718773	2.324127490413642	0.18236273929177532	15.93288609152946	9005.0	0.17725717548644093
1.0	130.03471666174468	139.71467367312206	150.98960856138703	2.3326849054487298	0.12791619238210128	9.215423181676027	8779.0	0.2993916927423423
1.0	132.5530827106449	300.8675108151147	213.90382253308078	2.9296195806638288	0.22573682237080525	8.387979587770861	8909.0	0.21441151794648097
1.0	137.25226134922815	204.29799484987518	140.67092725450414	2.550955806704044	0.22867361461588168	9.564328563772705	8768.0	0.30978067892583055
1.0	137.22704746274343	239.82971440294241	156.85342549686163	1.9265196859409408	0.10361475008523413	11.24265998674368	8706.0	0.3850999028215227
1.0	138.3529830036442	281.86050347136495	232.73459996682033	2.1138427279117056	0.2008080159026481	15.298052978649997	8976.0	0.1870485242275967
1.0	141.2216585020471	132.2696370403235	199.96875302994678	2.3703928907875373	0.04734604111191293	11.9983918025104	8904.0	0.21677809099224787
1.0	142.88229990772535	218.43158515739634	151.943926839691	2.4072948720305525	0.06582056653074253	9.855772585181523	8743.0	0.33630299732701463
1.0	145.1660117232231	271.01952132061996	202.725978961193	2.1955866353805655	0.3494830371691187	14.454060512866729	8923.0	0.20805185427857686
1.0	152.01983015342495	106.25146621698079	166.55841947159823	3.0963946398839526	0.2197742010132796	5.956674494346184	8790.0	0.28967691805158785
1.0	155.54878941010327	182.1717625440253	135.08706206830075	2.5154753869809445	0.12360270567718906	8.093777421049024	8703.0	0.3896844254741599
1.0	156.82749021877754	252.63223324102518	191.39643739708927	2.080138225784126	0.05424088257749334	13.486411198883188	8756.0	0.32196877121143697
1.0	159.44083467236862	290.8244587977783	145.3303540699612	2.4671340679531704	0.2202032653296091	6.7602141622052	8676.0	0.436446556531059
1.0	163.48366692005268	143.39102394325988	133.64547145136376	2.220347186700766	0.23424856734467364	9.85025629455549	8644.0	0.5088107524325818
1.0	165.55521571912274	201.54744994868045	155.85911411151892	2.2764923558605297	0.16216348222893004	13.030857531349843	8780.0	0.2984816875972288
1.0	172.85783658673006	251.5134297689897	196.42453630271967	2.6597172788629915	0.03517548329788256	9.044877863154461	8819.0	0.26684911744426165
1.0	174.47451382362357	179.41441436789324	178.0419574823454	2.0641787119936255	0.18229395840262502	12.670459877115594	8809.0	0.2743030034063918
1.0	175.53822807939727	228.35599442650582	220.38132680070171	2.714671646805013	0.19254736616311535	10.785267555668327	8881.0	0.22837319818485644
1.0	174.82462043760364	267.61071077816905	199.86302412628112	2.800556601144291	0.06122955432506691	6.676090730158175	8829.0	0.2597896169827732
1.0	175.58571242492894	194.86888441266638	197.6330636407067	2.6305269857314855	0.1881870629574198	8.131012382774758	8834.0	0.2563981076226848
1.0	180.4324471041373	141.91380484000913	213.3949447228291	2.8054636832982287	0.34081680257694347	13.166926033458694	8825.0	0.2625681155601291
1.0	180.3390052514556	159.8173497019561	265.67145191310095	2.4288563876361673	0.1345920405853665	14.689422246244197	8978.0	0.1863386626555755
1.0	183.99251007347712	278.6665458978092	135.76050921556248	3.385609838257679	0.2149597717087583	4.847900078513263	8601.0	0.6546698347965886
1.0	185.40404197906244	218.1219718724689	212.26410514449205	2.4454791625884655	0.1221636543718699	11.25231349533924	8746.0	0.332882966845723
1.0	187.4687726540316	244.6042140851491	145.21313289415798	2.80781885911026	0.1641603634478716	7.28564084433498	8680.0	0.42882303589296195
1.0	188.25778900435688	329.017593707088	135.57893131578885	2.9373612197499352	0.16977963576805	4.210308820320782	8587.0	0.722062317790355
1.0	191.36669268058898	173.26258625882016	141.95668266125566	2.4599792380064356	0.19376756432461642	8.16824734450049	8564.0	0.8690307541547636
1.0	195.5689142741308	357.7805385553267	154.2046866145941	2.847274445243485	0.2490129478626422	5.931391495643526	8646.0	0.5035921806127603
1.0	202.003478684597	382.47596729765763	135.845092338495	2.4946439237576206	0.05317931807238565	6.328104729832503	8660.0	0.4698587331075994
1.0	203.51512321824154	405.26478202280765	159.99127548130423	2.813404630978988	0.25143477692820687	7.057174474240053	8811.0	0.27277909783191184
1.0	211.2801191142756	77.29888044837777	165.02121315047663	2.118990491270437	0.08147504224699807	11.238063077888652	8551.0	0.9820047521948827
1.0	216.2867832623599	398.5964364644945	187.61547986382817	2.829590283392637	0.3054849693825323	7.741194511868324	8878.0	0.229977693722455
1.0	231.38473360480776	384.6861146180669	403.79844980723215	2.8237898460493436	0.2968480861018368	16.3718908871847	9541.0	0.09009217910044796
1.0	231.6889372338456	397.00459791396656	297.9348567121198	2.288199632296642	0.14130749379692423	16.802621246900888	9302.0	0.1153942129488699
1.0	244.95777507674765	416.76025650999986	360.42661476003644	2.8438721897119636	0.31512254896732833	14.278458594604631	9684.0	0.07964353221369691
1.0	289.7839831754356	219.57221602687108	137.2687550108974	3.1032090594966273	0.22471244962494627	3.5267484735780155	8480.0	3.3862232834306307
1.0	295.1410079974161	43.388833107477126	130.93927120840837	3.0872851584231213	0.25754809052650884	4.230075528397406	8436.0	-6.546698347965886
2.0	18.896678605520158	472.27416394031115	126.33168356143527	2.7113905415545423	0.13136611716424929	4.80202427785759	8398.0	-0.47104328882380253
2.0	33.959800801108614	355.689009316981	129.0449973436761	3.1422055930422217	0.21697477968739476	5.370969845871625	8512.0	-1.324022760571158
2.0	36.5764656594288	131.47895255313287	136.54126748165814	2.948954092070607	0.2391871165294513	5.313766079522387	8600.0	3.3280789898205168
2.0	46.81663651524548	148.8715645856295	160.38029292114476	2.4703741278390203	0.2221860177574169	8.49759372371687	8741.0	0.501990562110888
2.0	53.25635039154981	188.85416135494447	141.48913559624395	2.585843955802221	0.10540611783076653	7.9033960426297485	8574.0	-87.3224534947674
2.0	55.8269601382421	169.00547110681546	175.95569319477536	2.2913987337147668	0.2854790034469963	11.038780857663616	8712.0	0.6082160939937231
2.0	62.14367094007151	149.28354545243025	132.89517156345224	2.69466952765679	0.2137857594409926	6.099158331020023	8740.0	0.5050320912671644
2.0	65.96227167753543	228.05102698915553	509.00684321420863	2.1790660111795668	0.1438550803299162	33.77341286213749	9399.0	0.10115127824982457
2.0	73.1796383275756	138.45637629549003	174.23751880731268	2.308969000413921	0.08904213457414695	9.936964168882811	8769.0	0.42955528774679624
2.0	73.01311591894739	154.89436209051038	210.32948792895664	2.4605873264190934	0.14603040920441718	12.06484120722516	8775.0	0.4166715572349632
2.0	79.8309263381322	249.122606764459	204.43440789950688	2.4029721578748817	0.11054855475495558	11.071763209432545	8693.0	0.7061114837855511
2.0	85.81781701171921	155.3684671919756	151.66882926017624	2.5375713532965514	0.08013613090538674	8.727439487606597	8707.0	0.6312466517697334
2.0	91.39352590338588	117.96513182858048	139.8920682816828	2.6925428974153056	0.2748912514063433	6.75262117544194	8614.0	2.1347747652981277
2.0	93.85981002405718	135.85146928055917	149.52446104594944	2.3121052446260877	0.11472760191303093	7.987397969791241	8731.0	0.5341600708974874
2.0	96.81956165700863	276.77126479382554	205.79029176675772	2.203417642794493	0.10449380540429982	15.800092545056433	8804.0	0.36391576173666845
2.0	112.3493392262623	110.1824055362517	177.23633607205332	2.679721098457925	0.12316880116200617	7.707563329001729	8726.0	0.551842167737308
2.0	117.52569539775908	161.79146503263212	268.7917371378771	2.90991175986367	0.3531485182027794	13.842280758022628	9048.0	0.17620558502844916
2.0	118.13782178077933	294.77927816553165	145.90155584383106	2.793137867559106	0.069761589620239	7.086567487102352	8754.0	0.46554240248567497
2.0	119.79406645199788	276.6275404841322	187.41242229126087	1.9348396886530268	0.20643676619053586	13.594913119755658	8805.0	0.3623338319286845
2.0	122.34567561383689	191.67234266184272	144.15142980309224	2.6558932250116882	0.14648077171588622	5.627613770573608	8717.0	0.586806887485144
2.0	124.72920965688817	175.7757968528438	142.10291654869388	2.3788345422606545	0.4004912649613084	10.063224734248246	8687.0	0.7439235389010452
2.0	128.71590203776407	112.68127126565713	137.83015594687834	2.3064833395021545	0.23182793852138914	10.18793925187451	8678.0	0.8088978929823897
2.0	128.84420260692116	267.0879587324284	217.69073656438462	2.412157761939984	0.2357784581602217	13.335177099575336	8953.0	0.22048473288337994
2.0	128.92514534883722	249.03340587241783	126.93258078272545	2.470786341139684	0.39900765690557893	8.385762937250343	8599.0	3.4664868117034144
2.0	131.47291596291709	216.05205119543595	137.304499715561	2.633197188418838	0.18504736962588605	6.3104515220397275	8708.0	0.6265020578719083
2.0	131.01516497743816	312.8491371924324	162.40406941171642	2.6875262391712185	0.19231836262599708	7.64159862546387	8759.0	0.45289491810103066
2.0	131.74000791642177	300.18800782046515	214.82591010370524	2.4922650849910113	0.40455752612555573	13.150682069367887	8882.0	0.2714687673413873
2.0	136.67916356617988	239.11893661054785	177.29663193388092	2.1181609705416276	0.12690405235993904	13.048127569336371	8734.0	0.5240844593858457
2.0	138.02224709224615	282.1120170545937	227.47824945181446	2.25098608929402	0.22150019030154333	13.76394767257142	8977.0	0.20732295346422505
2.0	139.23267937112303	158.87366242262016	161.33832717018288	2.6780772760116984	0.05943650328941722	6.540812635175845	8694.0	0.7001800394773104
2.0	141.02807289824145	186.07098487182705	135.47861733560293	2.1987235196901067	0.1717611536008545	8.22600467086959	8605.0	2.7742383107278346
2.0	140.9895007395039	131.35464404222589	243.21289264257942	2.074683898438294	0.252349914111369	14.786915926654627	8930.0	0.23476783041749727
2.0	145.08914596325448	218.7465572063549	184.11779455909266	2.86467263316543	0.335050146729218	10.040549367407106	8825.0	0.33335239472660827
2.0	145.22558773491986	271.1036557460229	207.19719520940112	1.87810742904867	0.12240439844111156	18.464448148890273	8926.0	0.23744290086638237
2.0	151.3611795672251	102.2865814895269	190.50451776959804	3.4147838338399388	0.28218116531388876	5.871889313362242	8811.0	0.35312372874852155
2.0	149.24271020479853	345.4746297929329	140.84134159353232	3.3365256905886764	0.2309575866876992	4.92055460452718	8480.0	-0.8778226536098893
2.0	154.21701846273342	333.29693617289263	147.2966062538075	2.9393007038100154	0.019733532538285675	5.964136828465968	8589.0	5.9345356744049615
2.0	157.39530610428903	252.6225195764371	231.65979323701907	2.09502574037189	0.20915836529597015	16.902939932330014	8808.0	0.35766949939361664
2.0	157.90662053286204	189.1147564561051	186.32812747685733	3.060851262370937	0.22161479891659058	5.871373964115853	8800.0	0.3703840685500045
2.0	160.58482720966535	291.1185347995604	147.24661737690772	2.5922045777362044	0.14276836807191712	6.254793803429659	8691.0	0.7182810510736688
2.0	164.09653019462576	234.62196597409968	172.5105834826614	2.683440772905847	0.2252521737085875	6.495977250739957	8738.0	0.5112270764959782
2.0	164.8153547515526	201.42085773432052	235.75218160259828	2.684615175966914	0.3652554278447809	14.691060966826177	8902.0	0.254867480665889
2.0	168.1134994717838	153.69276343797796	130.73585822108015	2.7257996550228376	0.24904121694480397	5.887865140000318	8700.0	0.6665836144642223
2.0	171.86343185947413	323.74821082160713	125.6560606994186	3.1132100409933257	0.2503764408723273	4.6273208833315405	8468.0	-0.7793334141058478
